"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2250","1.5 - should logout successfully","chromium","Mon Aug 04 15:19:12 GMT 2025","passed","Mon Aug 04 15:19:15 GMT 2025","1 - Login Functionality","","",""
"","402","has title","chromium","Mon Aug 04 15:19:02 GMT 2025","passed","Mon Aug 04 15:19:03 GMT 2025","","","",""
"","14","1.5 -should verify page content","chromium","Mon Aug 04 15:19:01 GMT 2025","passed","Mon Aug 04 15:19:02 GMT 2025","1 - API Testing","","",""
"","19","1.2 - should verify response headers","chromium","Mon Aug 04 15:19:01 GMT 2025","passed","Mon Aug 04 15:19:01 GMT 2025","1 - API Testing","","",""
"","1311","1.1 -should display all inventory items","chromium","Mon Aug 04 15:19:15 GMT 2025","passed","Mon Aug 04 15:19:16 GMT 2025","1 -Shopping Cart Functionality","","",""
"","25","2.3 -should fetch and validate API data structure","chromium","Mon Aug 04 15:19:02 GMT 2025","passed","Mon Aug 04 15:19:02 GMT 2025","2 - Mock API Testing","","",""
"","1241","1.4.1 - should show error for Empty username","chromium","Mon Aug 04 15:19:10 GMT 2025","passed","Mon Aug 04 15:19:11 GMT 2025","1 - Login Functionality > 1.4 - Invalid Login Attempts","","",""
"","156","1.1 - should check website accessibility","chromium","Mon Aug 04 15:19:01 GMT 2025","passed","Mon Aug 04 15:19:01 GMT 2025","1 - API Testing","","",""
"","122","1.3 -should handle non-existent endpoints","chromium","Mon Aug 04 15:19:01 GMT 2025","passed","Mon Aug 04 15:19:01 GMT 2025","1 - API Testing","","",""
"","1322","1.4 -should view cart with added items","chromium","Mon Aug 04 15:19:19 GMT 2025","passed","Mon Aug 04 15:19:20 GMT 2025","1 -Shopping Cart Functionality","","",""
"","19","1.4 - should test response time","chromium","Mon Aug 04 15:19:01 GMT 2025","passed","Mon Aug 04 15:19:01 GMT 2025","1 - API Testing","","",""
"","1256","1.1 - should display login page correctly","chromium","Mon Aug 04 15:19:03 GMT 2025","passed","Mon Aug 04 15:19:05 GMT 2025","1 - Login Functionality","","",""
"","210","2.2 -Mock login API should return correct structure","chromium","Mon Aug 04 15:19:02 GMT 2025","passed","Mon Aug 04 15:19:02 GMT 2025","2 - Mock API Testing","","",""
"","653","get started link","chromium","Mon Aug 04 15:19:03 GMT 2025","passed","Mon Aug 04 15:19:03 GMT 2025","","","",""
"","118","2.1 - should mock API response","chromium","Mon Aug 04 15:19:02 GMT 2025","passed","Mon Aug 04 15:19:02 GMT 2025","2 - Mock API Testing","","",""
"","1290","1.2 - should login successfully with valid credentials","chromium","Mon Aug 04 15:19:05 GMT 2025","passed","Mon Aug 04 15:19:06 GMT 2025","1 - Login Functionality","","",""
"","1251","1.3 - should show error for locked out user","chromium","Mon Aug 04 15:19:06 GMT 2025","passed","Mon Aug 04 15:19:07 GMT 2025","1 - Login Functionality","","",""
"","1361","1.7 - should proceed to checkout","chromium","Mon Aug 04 15:19:23 GMT 2025","passed","Mon Aug 04 15:19:24 GMT 2025","1 -Shopping Cart Functionality","","",""
"","1429","1.4.1 - should show error for Empty password","chromium","Mon Aug 04 15:19:11 GMT 2025","passed","Mon Aug 04 15:19:12 GMT 2025","1 - Login Functionality > 1.4 - Invalid Login Attempts","","",""
"","1362","1.3 - should add multiple items to cart","chromium","Mon Aug 04 15:19:17 GMT 2025","passed","Mon Aug 04 15:19:19 GMT 2025","1 -Shopping Cart Functionality","","",""
"","1343","1.2 - should add item to cart","chromium","Mon Aug 04 15:19:16 GMT 2025","passed","Mon Aug 04 15:19:17 GMT 2025","1 -Shopping Cart Functionality","","",""
"","1233","1.4.1 - should show error for Invalid username","chromium","Mon Aug 04 15:19:07 GMT 2025","passed","Mon Aug 04 15:19:08 GMT 2025","1 - Login Functionality > 1.4 - Invalid Login Attempts","","",""
"","1414","1.6 -should continue shopping from cart","chromium","Mon Aug 04 15:19:21 GMT 2025","passed","Mon Aug 04 15:19:23 GMT 2025","1 -Shopping Cart Functionality","","",""
"","1379","1.5 should remove item from cart","chromium","Mon Aug 04 15:19:20 GMT 2025","passed","Mon Aug 04 15:19:21 GMT 2025","1 -Shopping Cart Functionality","","",""
"","274","2.4 -should update API data and validate response","chromium","Mon Aug 04 15:19:02 GMT 2025","passed","Mon Aug 04 15:19:02 GMT 2025","2 - Mock API Testing","","",""
"","1260","1.4.1 - should show error for Invalid password","chromium","Mon Aug 04 15:19:08 GMT 2025","passed","Mon Aug 04 15:19:10 GMT 2025","1 - Login Functionality > 1.4 - Invalid Login Attempts","","",""
